"sbj_id","test_num","blok","typ","error","correct","age","rt","gain","peak_velocity"
"D0",2,3,"a",1,39,0,330.475,0.89195,261.05
"D0",2,4,"a",1,39,0,322.025,0.904175,251.225
"D0",2,5,"p",1,59,0,301.4,0.8099,258.8
"D1",2,1,"p",0,60,0,268.6,0.78015,263.483333333333
"D1",2,2,"a",1,39,0,279.575,0.851775,282.575
"D1",2,3,"a",0,40,0,267.525,0.760125,270.175
"D1",2,4,"a",1,39,0,289.65,0.7542,257.875
"D1",2,5,"p",1,59,0,268.183333333333,0.835966666666667,286.283333333333
"D3",2,1,"p",1,58,0,314.35593220339,0.805881355932203,573.406779661017
"D3",2,2,"a",3,37,0,362.825,0.827625,506.05
"D3",2,3,"a",1,39,0,351.55,0.856625,447.025
"D3",2,4,"a",0,40,0,404.225,0.768575,358.375
"D3",2,5,"p",1,59,0,339.883333333333,0.832316666666667,398
"D5",2,1,"p",2,58,0,232.866666666667,0.714866666666667,284.333333333333
"D5",2,2,"a",0,40,0,285.475,0.71955,284.7
"D5",2,3,"a",8,32,0,261.375,0.6658,277.8
"D5",2,4,"a",1,38,0,278.74358974359,0.709615384615385,279.358974358974
"D5",2,5,"p",5,55,0,216.116666666667,0.752316666666667,386.916666666667
"D6",2,1,"p",0,60,0,275.15,0.853266666666667,319.483333333333
"D6",2,2,"a",1,39,0,311.85,0.97585,357.7
"D6",2,3,"a",3,37,0,282.175,0.9172,326.65
"D6",2,4,"a",0,40,0,300.575,0.899725,308.675
"D6",2,5,"p",3,57,0,253.883333333333,0.84715,354.116666666667
"D8",2,1,"p",1,59,0,240.816666666667,0.84385,428.183333333333
"D8",2,2,"a",1,39,0,267.6,0.852575,362.65
"D8",2,3,"a",6,34,0,266.45,0.876125,367.9
"D8",2,4,"a",6,34,0,250.125,0.888975,417.425
"D8",2,5,"p",3,57,0,211.75,0.816466666666667,336.866666666667
"E1",2,1,"p",2,58,0,298.933333333333,0.715866666666667,522.266666666667
"E1",2,2,"a",7,33,0,293.875,0.58455,206.05
"E1",2,3,"a",5,35,0,303.675,0.54465,202.2
"E1",2,4,"a",8,32,0,288.95,0.590525,209.075
"E1",2,5,"p",1,59,0,257.35,0.673633333333333,292.416666666667
"E6",2,1,"p",1,59,0,237.55,0.881183333333333,306.666666666667
"E6",2,2,"a",2,38,0,273.475,0.9221,365.25
"E6",2,3,"a",2,38,0,289,0.805225,297.725
"E6",2,4,"a",6,33,0,268.871794871795,0.76574358974359,371.461538461538
"E6",2,5,"p",0,57,0,253.771929824561,0.778473684210526,317.859649122807
"E8",2,1,"p",5,53,0,362.034482758621,0.673344827586207,220
"E8",2,2,"a",2,38,0,416.45,0.8268,247.05
"E8",2,3,"a",8,32,0,338.125,0.8475,241.525
"E8",2,4,"a",3,37,0,392.15,0.818175,216.2
"E8",2,5,"p",1,58,0,368.135593220339,0.746610169491525,244.864406779661
"F1",2,1,"p",4,56,0,232.683333333333,0.832,590.266666666667
"F1",2,2,"a",3,36,0,288.820512820513,0.855358974358974,365.820512820513
"F1",2,3,"a",4,36,0,247.65,0.776625,652.425
"F1",2,4,"a",1,39,0,277.85,0.8666,437.575
"F1",2,5,"p",1,59,0,227.783333333333,0.8501,409.583333333333
"G1",2,1,"p",0,60,0,286.883333333333,0.787166666666667,255.366666666667
"G1",2,2,"a",1,39,0,287.675,0.80755,233
"G1",2,3,"a",1,39,0,291.85,0.7619,227.7
"G1",2,4,"a",1,39,0,294.625,0.756975,216.925
"G1",2,5,"p",1,59,0,299.266666666667,0.7904,244.9
"G8",2,1,"p",0,60,0,285.466666666667,0.856733333333333,262.133333333333
"G8",2,2,"a",1,39,0,308.25,0.83635,264.7
"G8",2,3,"a",1,39,0,293.95,0.8458,256.375
"G8",2,4,"a",4,36,0,293.55,0.8255,251.5
"G8",2,5,"p",1,59,0,256.033333333333,0.839433333333333,261.2
"H1",2,1,"p",6,52,0,258.551724137931,0.800758620689655,448.603448275862
"H1",2,2,"a",6,33,0,289.25641025641,0.72325641025641,407.897435897436
"H1",2,3,"a",9,31,0,312.775,0.801025,426.925
"H1",2,4,"a",9,29,0,293.526315789474,0.743763157894737,357.026315789474
"H1",2,5,"p",4,52,0,266.482142857143,0.828964285714286,357.321428571429
"H7",2,1,"p",0,60,0,263.95,0.833183333333333,306.033333333333
"H7",2,2,"a",3,37,0,307.75,0.744225,303.425
"H7",2,3,"a",4,35,0,354.794871794872,0.673871794871795,237.333333333333
"H7",2,4,"a",3,36,0,348.230769230769,0.681128205128205,235.076923076923
"H7",2,5,"p",5,54,0,257.745762711864,0.720338983050847,239.338983050847
"H8",2,1,"p",2,57,0,296.949152542373,0.844576271186441,313.203389830508
"H8",2,2,"a",8,32,0,289.9,0.696375,333.05
"H8",2,3,"a",4,36,0,360.675,0.7004,392.65
"H8",2,4,"a",7,33,0,358.35,0.7566,519.475
"H8",2,5,"p",2,55,0,271.877192982456,0.811245614035088,308.912280701754
"H9",2,1,"p",1,59,0,287.866666666667,0.776883333333333,338.483333333333
"H9",2,2,"a",3,37,0,343.575,0.726925,319.25
"H9",2,3,"a",5,35,0,332.875,0.66595,274.65
"H9",2,4,"a",3,37,0,437.8,0.735175,334.725
"H9",2,5,"p",1,59,0,304.35,0.801516666666667,384.516666666667
"I1",2,1,"p",3,57,0,331.833333333333,0.842666666666667,312.916666666667
"I1",2,2,"a",1,39,0,318.525,0.919175,303.95
"I1",2,3,"a",2,38,0,335.675,0.9608,350.675
"I1",2,4,"a",2,38,0,347.925,0.88315,334.9
"I1",2,5,"p",0,59,0,322.271186440678,0.835864406779661,330.305084745763
"I5",2,1,"p",0,60,0,250.15,0.774016666666667,293.783333333333
"I5",2,2,"a",4,36,0,274.7,0.75395,320.8
"I5",2,3,"a",12,28,0,255.075,0.7783,374.9
"I5",2,4,"a",6,34,0,233.65,0.684125,271.425
"I5",2,5,"p",5,55,0,209.383333333333,0.7042,326.75
"I7",2,1,"p",5,55,0,273.85,0.748866666666667,303.333333333333
"I7",2,2,"a",10,30,0,276.625,0.7615,314.175
"I7",2,3,"a",12,28,0,266.65,0.71245,284.525
"I7",2,4,"a",9,31,0,280.4,0.791,306.8
"I7",2,5,"p",7,52,0,234.203389830508,0.711101694915254,304.220338983051
"J4",2,1,"p",0,59,0,208.423728813559,0.767542372881356,281.457627118644
"J4",2,2,"a",5,35,0,255.25,0.79105,310.8
"J4",2,3,"a",5,35,0,274.3,0.7582,278.2
"J4",2,4,"a",1,39,0,262.6,0.788675,287.4
"J4",2,5,"p",0,60,0,228.283333333333,0.7826,280.5
"J5",2,1,"p",0,60,0,266.833333333333,0.861066666666667,335.016666666667
"J5",2,2,"a",3,37,0,371.05,0.90615,329.975
"J5",2,3,"a",7,33,0,325.475,0.763025,289
"J5",2,4,"a",6,34,0,336.75,0.82635,315.85
"J5",2,5,"p",1,59,0,253.833333333333,0.771166666666667,314.65
"J8",2,1,"p",1,59,0,274.05,0.7954,359.833333333333
"J8",2,2,"a",4,35,0,296.282051282051,0.855871794871795,411.564102564103
"J8",2,3,"a",4,36,0,298.125,0.78455,320.725
"J8",2,4,"a",8,32,0,285.275,0.70735,357.8
"J8",2,5,"p",4,55,0,257.254237288136,0.792525423728814,352.576271186441
"K4",2,1,"p",1,59,0,272.216666666667,0.832833333333333,342.25
"K4",2,2,"a",5,35,0,296.6,0.780025,288.2
"K4",2,3,"a",2,38,0,306.575,0.768175,293.55
"K4",2,4,"a",7,33,0,298.225,0.768125,300.875
"K4",2,5,"p",2,58,0,220.95,0.769733333333333,312.216666666667
"K6",2,1,"p",1,59,0,252.05,0.926683333333333,301.766666666667
"K6",2,2,"a",4,36,0,261.175,0.870375,283.3
"K6",2,3,"a",5,32,0,259.810810810811,0.876945945945946,315.162162162162
"K6",2,4,"a",4,36,0,267.7,0.89065,253.05
"K6",2,5,"p",1,59,0,243.016666666667,0.941183333333333,329.933333333333
"L4",2,1,"p",2,58,0,296.516666666667,0.743266666666667,375.6
"L4",2,2,"a",7,33,0,319.25,0.69645,518.525
"L4",2,3,"a",1,37,0,334.131578947368,0.726026315789474,553.078947368421
"L4",2,4,"a",3,37,0,345.85,0.702225,310.125
"L4",2,5,"p",3,57,0,321.75,0.758933333333333,330.5
"M1",2,1,"p",0,60,0,156.233333333333,0.69285,245.966666666667
"M1",2,2,"a",19,21,0,217.5,0.622525,239.975
"M1",2,3,"a",20,20,0,238.775,0.60035,239.525
"M1",2,4,"a",18,22,0,251.125,0.661425,255.175
"M1",2,5,"p",0,60,0,176.966666666667,0.729816666666667,256.333333333333
"M8",2,1,"p",0,60,0,285.783333333333,0.83155,380.4
"M8",2,2,"a",2,38,0,284.2,0.739,366.55
"M8",2,3,"a",0,40,0,287.025,0.8207,315.5
"M8",2,4,"a",5,35,0,246.525,0.7674,353.1
"M8",2,5,"p",1,59,0,236.3,0.815683333333333,356.75
"N1",2,1,"p",4,56,0,282.383333333333,0.764966666666667,450.883333333333
"N1",2,2,"a",5,34,0,351.51282051282,0.840897435897436,458.51282051282
"N1",2,3,"a",3,37,0,361.05,0.859475,368.25
"N1",2,4,"a",6,34,0,292.3,0.957625,465.225
"N1",2,5,"p",0,60,0,288.866666666667,0.82665,404.4
"N3",2,1,"p",0,60,0,264.916666666667,0.803133333333333,246.783333333333
"N3",2,2,"a",3,37,0,320.75,0.80555,259.925
"N3",2,3,"a",2,38,0,286.875,0.807325,296.8
"N3",2,4,"a",3,37,0,269.325,0.799575,256.3
"N3",2,5,"p",1,59,0,251.166666666667,0.7931,273.6
"N7",2,1,"p",0,60,0,250.716666666667,0.842533333333333,335.55
"N7",2,2,"a",5,35,0,256.6,0.870525,415.15
"N7",2,3,"a",10,30,0,273.05,0.856175,367.8
"N7",2,4,"a",5,35,0,319.725,0.8429,335.475
"N7",2,5,"p",0,60,0,241.366666666667,0.876233333333333,356.366666666667
"P0",2,1,"p",0,60,0,251.116666666667,0.818816666666667,351.25
"P0",2,2,"a",2,38,0,322.95,0.7113,362.5
"P0",2,3,"a",1,39,0,317.225,0.7312,341.35
"P0",2,4,"a",0,40,0,333.05,0.71815,346.275
"P0",2,5,"p",0,59,0,263.203389830508,0.780593220338983,339.406779661017
"P9",2,1,"p",0,60,0,257.216666666667,0.8034,305.15
"P9",2,2,"a",0,40,0,313.9,0.73165,253.3
"P9",2,3,"a",3,37,0,279.025,0.74675,292.225
"P9",2,4,"a",4,36,0,303.225,0.7482,226.45
"P9",2,5,"p",0,60,0,236.216666666667,0.8003,278.15
"Q3",2,1,"p",12,48,0,264.533333333333,0.621433333333333,259.516666666667
"Q3",2,2,"a",6,34,0,273.4,0.7338,287.95
"Q3",2,3,"a",4,36,0,281.675,0.79445,301.75
"Q3",2,4,"a",7,33,0,277.15,0.738675,325.1
"Q3",2,5,"p",5,55,0,265.9,0.817616666666667,314.783333333333
"Q5",2,1,"p",2,58,0,341.716666666667,0.86945,344.333333333333
"Q5",2,2,"a",1,39,0,339.95,0.84205,371.25
"Q5",2,3,"a",0,40,0,330.325,0.812,345.05
"Q5",2,4,"a",0,40,0,328.725,0.903775,363.125
"Q5",2,5,"p",3,57,0,273.066666666667,0.7926,339.45
"Q6",2,1,"p",1,59,0,213.616666666667,0.7472,363.483333333333
"Q6",2,2,"a",6,34,0,264.925,0.7416,375.45
"Q6",2,3,"a",7,33,0,249.4,0.7328,378.65
"Q6",2,4,"a",8,32,0,265.9,0.709675,356.1
"Q6",2,5,"p",0,60,0,212.516666666667,0.736933333333333,372.166666666667
"Q9",2,1,"p",0,60,0,245.6,0.873083333333333,333.216666666667
"Q9",2,2,"a",1,39,0,273.05,0.8739,312.4
"Q9",2,3,"a",2,38,0,270.425,0.849225,308.625
"Q9",2,4,"a",0,40,0,271.1,0.8531,306.325
"Q9",2,5,"p",0,60,0,224.6,0.865616666666667,332.483333333333
"R0",2,1,"p",0,60,0,317.933333333333,0.837966666666667,298.533333333333
"R0",2,2,"a",3,37,0,264.425,0.85615,304.15
"R0",2,3,"a",1,39,0,266.1,0.786075,302.9
"R0",2,4,"a",1,39,0,287.375,0.74725,291.35
"R0",2,5,"p",0,60,0,266.866666666667,0.796033333333333,307.466666666667
"R1",2,1,"p",1,58,0,273.067796610169,0.78393220338983,281.796610169492
"R1",2,2,"a",5,35,0,317.825,0.770775,272.4
"R1",2,3,"a",8,32,0,297.325,0.68925,249.975
"R1",2,4,"a",11,29,0,272.75,0.60375,249.975
"R1",2,5,"p",10,49,0,264.610169491525,0.567525423728814,223.661016949153
"R4",2,1,"p",1,58,0,287.830508474576,0.771915254237288,328.406779661017
"R4",2,2,"a",4,36,0,345.025,0.61315,414.8
"R4",2,3,"a",4,36,0,350.7,0.6098,322.525
"R4",2,4,"a",2,38,0,379.075,0.6463,293.825
"R4",2,5,"p",2,58,0,278.8,0.788583333333333,411.533333333333
"R9",2,1,"p",3,57,0,289.65,0.782683333333333,372.966666666667
"R9",2,2,"a",4,36,0,311.825,0.759125,347.475
"R9",2,3,"a",0,40,0,339.9,0.813025,293.9
"R9",2,4,"a",2,38,0,334.9,0.7945,322.4
"R9",2,5,"p",0,60,0,280.25,0.83105,317.116666666667
"S1",2,1,"p",1,59,0,227.733333333333,0.899033333333333,323.766666666667
"S1",2,2,"a",2,38,0,285.825,0.860275,304.925
"S1",2,3,"a",3,37,0,293.475,0.85515,311.575
"S1",2,4,"a",1,39,0,323.125,0.829975,284.325
"S1",2,5,"p",1,59,0,245.35,0.866366666666667,304.433333333333
"S2",2,1,"p",2,58,0,278.75,0.74355,312.266666666667
"S2",2,2,"a",4,36,0,322.575,0.8021,293.85
"S2",2,3,"a",3,37,0,332.625,0.826575,328.875
"S2",2,4,"a",3,37,0,309.85,0.7259,294.325
"S2",2,5,"p",1,59,0,264.183333333333,0.751316666666667,331.8
"S4",2,1,"p",3,53,0,399.464285714286,0.768571428571429,254.660714285714
"S4",2,2,"a",3,37,0,373.75,0.983625,331.05
"S4",2,3,"a",3,36,0,432.897435897436,0.869153846153846,249.282051282051
"S4",2,4,"a",1,39,0,466,1.009925,278.025
"S4",2,5,"p",2,58,0,419.616666666667,0.836533333333333,260.25
"S5",2,1,"p",2,58,0,325.266666666667,0.863716666666667,392.433333333333
"S5",2,2,"a",0,40,0,346.225,0.880175,379.05
"S5",2,3,"a",2,38,0,358.625,0.8681,383.05
"S5",2,4,"a",0,40,0,343.8,0.92045,419.425
"S5",2,5,"p",0,60,0,312.466666666667,0.856716666666667,424.633333333333
"S6",2,1,"p",1,59,0,250.066666666667,0.79905,364.05
"S6",2,2,"a",2,38,0,276.675,0.686425,305.85
"S6",2,3,"a",2,38,0,256.425,0.7024,302.225
"S6",2,4,"a",1,39,0,274.25,0.680775,301.875
"S6",2,5,"p",2,58,0,237.15,0.737933333333333,336.233333333333
"S7",2,1,"p",2,58,0,326.283333333333,0.813733333333333,293.783333333333
"S7",2,2,"a",5,35,0,341.675,0.779725,321.925
"S7",2,3,"a",3,36,0,327.128205128205,0.781589743589744,309.666666666667
"S7",2,4,"a",5,35,0,361.475,0.7134,280.925
"S7",2,5,"p",3,57,0,292.35,0.78565,340.933333333333
"T0",2,1,"p",7,53,0,280.05,0.7804,363.25
"T0",2,2,"a",8,32,0,300.375,0.829575,294.725
"T0",2,3,"a",4,36,0,296.1,0.794025,350.375
"T0",2,4,"a",5,35,0,267.6,0.834175,283.725
"T0",2,5,"p",5,55,0,253.5,0.798833333333333,277.4
"T5",2,1,"p",7,52,0,287.694915254237,0.766186440677966,370.491525423729
"T5",2,2,"a",7,32,0,390.230769230769,0.784769230769231,369.666666666667
"T5",2,3,"a",4,35,0,432.769230769231,0.813179487179487,366.48717948718
"T5",2,4,"a",6,31,0,419.702702702703,0.835405405405405,351.324324324324
"T5",2,5,"p",5,53,0,276.98275862069,0.742051724137931,395.206896551724
"T8",2,1,"p",1,59,0,263.033333333333,0.77845,385.6
"T8",2,2,"a",2,38,0,269.625,0.802725,370.85
"T8",2,3,"a",0,40,0,287.75,0.818175,422.675
"T8",2,4,"a",1,39,0,315.25,0.815225,364.85
"T8",2,5,"p",0,60,0,271.05,0.81745,428.8
"U2",2,1,"p",0,60,0,249.1,0.824683333333333,239.183333333333
"U2",2,2,"a",0,40,0,281.225,0.74445,202.525
"U2",2,3,"a",1,39,0,288.825,0.764875,216.1
"U2",2,4,"a",2,38,0,304.275,0.725675,199.225
"U2",2,5,"p",0,60,0,253.233333333333,0.8149,248.35
"U3",2,1,"p",0,59,0,242.830508474576,0.824576271186441,290.661016949153
"U3",2,2,"a",1,39,0,315.575,0.83185,265.4
"U3",2,3,"a",0,40,0,318.95,0.8277,254.6
"U3",2,4,"a",4,36,0,315.325,0.8282,259.125
"U3",2,5,"p",0,60,0,249.416666666667,0.849866666666667,267.616666666667
"U8",2,1,"p",2,51,0,232.22641509434,0.907169811320755,285.320754716981
"U8",2,2,"a",7,30,0,359.189189189189,0.853054054054054,313.891891891892
"U8",2,3,"a",14,26,0,277.925,0.807175,388.75
"U8",2,4,"a",11,23,0,251.411764705882,0.692823529411765,285.176470588235
"U8",2,5,"p",10,47,0,188.315789473684,0.711052631578947,258.508771929825
"V0",2,1,"p",0,60,0,248.05,0.88795,327.5
"V0",2,2,"a",3,37,0,264.85,0.879175,261.725
"V0",2,3,"a",1,39,0,279.65,0.8663,283.85
"V0",2,4,"a",3,37,0,265.075,0.849125,279.225
"V0",2,5,"p",0,60,0,237.733333333333,0.904933333333333,313.5
"V2",2,1,"p",4,53,0,274.052631578947,0.619964912280702,277.263157894737
"V2",2,2,"a",5,35,0,313.25,0.62385,263.95
"V2",2,3,"a",8,31,0,363.74358974359,0.704153846153846,197.769230769231
"V2",2,4,"a",13,27,0,313.45,0.694275,283.925
"V2",2,5,"p",3,56,0,245.864406779661,0.733745762711864,238.881355932203
"V8",2,1,"p",0,60,0,233.35,0.8019,321.75
"V8",2,2,"a",4,36,0,245.15,0.805425,312.175
"V8",2,3,"a",1,39,0,263.75,0.7608,296
"V8",2,4,"a",2,38,0,264.9,0.764675,302.775
"V8",2,5,"p",0,60,0,230.2,0.777616666666667,309.083333333333
"W0",2,1,"p",9,48,0,273.228070175439,0.721894736842105,250.894736842105
"W0",2,2,"a",11,29,0,303.075,0.7996,199.275
"W0",2,3,"a",15,25,0,263.1,0.826875,193.6
"W0",2,4,"a",25,15,0,190.575,0.78855,252.5
"W0",2,5,"p",10,48,0,210.741379310345,0.825844827586207,350.01724137931
"W3",2,1,"p",0,60,0,275.95,0.899283333333333,278.016666666667
"W3",2,2,"a",1,39,0,315.125,0.774775,263.1
"W3",2,3,"a",1,39,0,328.375,0.7205,261.1
"W3",2,4,"a",0,40,0,316.925,0.765625,271.25
"W3",2,5,"p",2,58,0,247.683333333333,0.830283333333333,299.766666666667
"W7",2,1,"p",0,60,0,260.816666666667,0.80905,282
"W7",2,2,"a",0,40,0,260.2,0.767575,251.125
"W7",2,3,"a",2,38,0,253.425,0.76285,256
"W7",2,4,"a",0,40,0,246.375,0.7783,254.95
"W7",2,5,"p",0,60,0,236.4,0.742133333333333,283.566666666667
"W8",2,1,"p",1,55,0,299.410714285714,0.761107142857143,295.607142857143
"W8",2,2,"a",5,34,0,347.102564102564,0.814230769230769,282.589743589744
"W8",2,3,"a",4,36,0,321.025,0.808475,260.425
"W8",2,4,"a",4,36,0,348.45,0.805,265.725
"W8",2,5,"p",1,59,0,316.683333333333,0.7988,259.5
"W9",2,1,"p",0,60,0,241,0.822783333333333,208.116666666667
"W9",2,2,"a",1,39,0,258.8,0.72245,185.5
"W9",2,3,"a",3,37,0,255.825,0.60505,166.775
"W9",2,4,"a",0,40,0,260.1,0.697975,179.1
"W9",2,5,"p",0,60,0,228.766666666667,0.79855,216.733333333333
"X0",2,1,"p",1,59,0,215.45,0.844683333333333,290.383333333333
"X0",2,2,"a",7,33,0,241.625,0.73545,220.325
"X0",2,3,"a",11,29,0,229.7,0.7428,258.575
"X0",2,4,"a",5,35,0,263.225,0.8283,244.1
"X0",2,5,"p",3,56,0,214.915254237288,0.78271186440678,268.237288135593
"X5",2,1,"p",0,60,0,272.816666666667,0.810066666666667,287.483333333333
"X5",2,2,"a",3,37,0,277.525,0.8663,293.325
"X5",2,3,"a",1,39,0,288.55,0.790625,292.4
"X5",2,4,"a",1,39,0,299.975,0.80875,302.7
"X5",2,5,"p",2,58,0,251.75,0.752666666666667,330.016666666667
"X7",2,1,"p",0,60,0,310.533333333333,0.848966666666667,287.45
"X7",2,2,"a",0,40,0,314.1,0.821275,275.95
"X7",2,3,"a",0,40,0,306.85,0.8227,287.675
"X7",2,4,"a",1,39,0,314.575,0.8387,281.175
"X7",2,5,"p",0,60,0,266.1,0.854433333333333,337.166666666667
"X8",2,1,"p",0,60,0,258.133333333333,1.0127,354.8
"X8",2,2,"a",0,40,0,304.9,0.98535,313.525
"X8",2,3,"a",0,40,0,306.2,0.935575,304.725
"X8",2,4,"a",1,39,0,283.225,0.905825,308.925
"X8",2,5,"p",0,60,0,237.583333333333,0.993016666666667,347.233333333333
"Y5",2,1,"p",0,60,0,259.633333333333,0.801866666666667,260.316666666667
"Y5",2,2,"a",8,32,0,317.475,0.7374,392.975
"Y5",2,3,"a",7,33,0,289.425,0.736875,235.15
"Y5",2,4,"a",6,34,0,298.55,0.70565,233.075
"Y5",2,5,"p",3,57,0,246.616666666667,0.684216666666667,239.833333333333
"Y9",2,1,"p",0,60,0,269.8,0.849566666666667,274.333333333333
"Y9",2,2,"a",1,39,0,330,0.806625,269.85
"Y9",2,3,"a",1,39,0,366.075,0.8814,279.025
"Y9",2,4,"a",1,39,0,346.7,0.8309,269
"Y9",2,5,"p",1,59,0,247.5,0.840316666666667,275.133333333333
"Z1",2,1,"p",1,59,0,293.783333333333,0.853983333333333,291.55
"Z1",2,2,"a",0,40,0,321.25,0.756675,209.2
"Z1",2,3,"a",1,39,0,313.375,0.789775,223.05
"Z1",2,4,"a",0,40,0,340.75,0.758625,251.175
"Z1",2,5,"p",0,60,0,295.616666666667,0.904766666666667,302.066666666667
"Z4",2,1,"p",2,58,0,227.916666666667,0.8577,322.716666666667
"Z4",2,2,"a",3,37,0,304.35,0.83495,300.35
"Z4",2,3,"a",1,38,0,285.410256410256,0.804794871794872,297.538461538462
"Z4",2,4,"a",3,37,0,284.275,0.7874,281.175
"Z4",2,5,"p",4,55,0,244.677966101695,0.814423728813559,320.915254237288
"Z8",2,1,"p",1,59,0,242.933333333333,0.784716666666667,347.25
"Z8",2,2,"a",2,38,0,338.2,0.800575,353.25
"Z8",2,3,"a",2,38,0,328.4,0.752675,345.525
"Z8",2,4,"a",1,39,0,335.35,0.764,376.575
"Z8",2,5,"p",2,58,0,253.05,0.814733333333333,351.3
