subject,conditions,late_pro_prob,inhib_fail_prob,late_pro_rt,anti_rt,inhib_fail_rt,predicted_pro_rt,predicted_pro_prob,predicted_anti_rt,predicted_anti_prob,age
30,2,0.989301079887782,0.0461224828840053,3.43879458499289,3.3196444688656,1.4923460886091,3.34503466228938,0.989713253135278,3.29539507277523,0.0102867468647216,1
31,1,0.0371573659235945,0.0631905619153131,3.45411737292314,4.28283658306132,1.48545770435516,2.15003023576377,0.0992588667915639,4.28013442845861,0.900741133208436,1
31,2,0.980978838068401,0.0908251189040813,3.55755817204122,3.15128898276306,1.63120883463151,3.3670479124991,0.982425518670694,3.11055451020456,0.0175744813293063,1
32,1,0.0128467552000208,0.0624187707618058,2.81629032039193,3.14358501995011,1.34381595402925,1.55966179381904,0.0760098074144674,3.14318819192865,0.923990192585533,0
32,2,0.98838261242658,0.0567115329014703,3.05475184506501,2.96044443794032,1.51182138766668,2.95953458674164,0.988954733181181,2.93922233209769,0.0110452668188193,0
33,1,0.0944158454401714,0.138412379876282,2.7819330345931,3.25163432869166,2.00730700634784,2.30603894499486,0.224511031341783,3.19477678465371,0.775488968658217,0
33,2,0.957744215760436,0.070566527813121,2.80535992708804,2.21078171542286,1.51393493912572,2.70403603215086,0.960178431556962,2.17991461634349,0.0398215684430386,0
34,1,0.0581057045585276,0.0357715649076611,3.4853954534495,4.23294260384923,1.31535699359234,2.60411487437022,0.0933157030249217,4.23238669608103,0.906684296975078,1
34,2,0.991080364704734,0.111866667449635,3.25506663888902,2.87327761854674,2.57317675756386,3.14363893910412,0.991727025128287,2.81708034932495,0.00827297487171284,1
35,1,0.0525766844452891,0.0691016286013629,2.35969570226497,2.72171433659686,1.16559952611377,1.66704893241701,0.119570586610387,2.71258583529816,0.880429413389613,1
35,2,0.929302650793847,0.165806899025673,2.93494197351445,2.16016372007168,1.5183699703768,2.670855949469,0.937990956112037,2.109865804763,0.0620090438879624,1
36,1,0.0161317353704874,0.0516687027122588,3.37105220398991,3.73372718028751,1.43609942332203,1.86413116321541,0.0684335213300415,3.7323556761917,0.931566478669958,0
36,2,0.992195175827017,0.4483085078269,2.99684539739247,2.67891312422339,1.90306690333086,2.48561784406441,0.994694999103447,2.51422103090363,0.00530500089655277,0
37,1,0.0734354376373629,0.0748943086319125,3.00978861847188,3.66969877029588,1.6277271222079,2.29461062177737,0.144838893444235,3.66293193610342,0.855161106555765,0
37,2,0.961016197163084,0.0747376277190108,2.93675299632209,2.41266436493658,1.26543319789179,2.80149252612437,0.963557105612628,2.3973008660958,0.0364428943873719,0
38,1,0.0253834671118926,0.0885801642405282,3.33308338514422,3.73491835158161,1.41593822431757,1.80787701850793,0.112831034455914,3.73244458658733,0.887168965544086,0
38,2,0.987022008959502,0.132390976152659,3.3352657670058,3.13600814895393,1.73794304772268,3.11050530002448,0.988547031966242,3.08323926603013,0.0114529680337581,0
39,1,0.0156701616096012,0.0245478652084474,3.02942560161437,3.247520271011,1.33226300398506,1.93434802458576,0.0412272990825668,3.24650507831575,0.958772700917433,0
39,2,0.991506837579643,0.0638049802468452,3.08344164445877,2.93273108128312,2.04507579519323,3.00555665389841,0.991915416433365,2.90070001527681,0.00808458356663536,0
40,1,0.0205438677729265,0.0199268517082444,2.92132497035665,3.45976238600151,1.17703074839881,1.98501981632469,0.0414208713478175,3.45915763852672,0.958579128652182,1
40,2,0.972726398343719,0.0213320312207977,2.98974289149876,2.80902584896266,1.14643785014347,2.94517145139306,0.973292374888078,2.80394708485436,0.026707625111922,1
41,1,0.0256565270594481,0.0216313204671534,3.44553947792836,3.7827697184308,1.39541336721389,2.4853906743092,0.0478083305316225,3.78190153704424,0.952191669468377,1
41,2,0.987812807790483,0.0313287268901311,3.77666609075438,3.42462059216987,1.87578310220496,3.71359052960046,0.988127072727576,3.40911296638929,0.0118729272724234,1
42,1,0.0740821135654836,0.0579639262038427,2.45305471937342,2.85747245691523,1.23029002584409,1.90133721798845,0.129564656124764,2.85230050113978,0.870435343875236,0
42,2,0.983301523008054,0.0526383181507343,2.46098359787439,2.22136977696803,1.30357851306575,2.38834194902812,0.984152660226495,2.19811112367124,0.0158473397735053,0
43,1,0.0265114555342772,0.0382896558573055,2.994496814151,3.34255932827809,1.20570747605007,1.91233101387069,0.0651796060551223,3.3419987125074,0.934820393944878,1
43,2,0.993597231833219,0.0762963334789707,2.97421092482226,2.96230166389568,1.6324210374376,2.85860298724163,0.994032538070846,2.89025921728079,0.00596746192915452,1
44,1,0.0287516558078235,0.147714566657023,2.87526397789994,3.305505999263,1.45804507571158,1.65984756670279,0.173650891978196,3.29740433347103,0.826349108021804,0
44,2,0.504440800865846,0.231122297979099,3.20595650969641,3.37766767474176,1.72537857951735,2.63827695731882,0.62338233423437,3.35042383350544,0.37661766576563,0
45,1,0.109886869086034,0.128991085564335,2.55912410683711,2.84846115766555,1.39186550505857,1.89618341302449,0.228429943743162,2.80729608646681,0.771570056256838,1
45,2,0.912072270169238,0.202805354014893,2.84556262429688,2.37071548720609,1.94998993289088,2.5614512611699,0.926380122607337,2.22638958524509,0.0736198773926631,1
46,1,0.0362560821457224,0.0783858085181773,2.38668295111027,2.85315155184148,1.65486894879558,1.86630204053842,0.113609767571487,2.84769172915645,0.886390232428513,0
46,2,0.990154647535716,0.123431470575388,2.69231953002111,2.38630825317759,1.72478305930186,2.54982786886233,0.991051415141346,2.33131654080951,0.00894858485865356,0
47,1,0.025122487369682,0.10587119635083,3.26173114258649,3.71744969876394,1.55921640922355,1.84019015158284,0.129489647996283,3.71449839693521,0.870510352003718,0
47,2,0.994943406758366,0.272168044167203,3.24796642322804,3.0063632078963,1.94244549709628,2.85571471848611,0.995842043303004,2.82469844342566,0.00415795669699631,0
48,1,0.0550825024445184,0.0456192622251522,3.15182813447685,3.51654050914322,1.5737433788692,2.3918275399891,0.0993966627618119,3.5142144447973,0.900603337238188,1
48,2,0.989957633347178,0.0537587120581097,2.63911734214434,2.57881148580343,1.58302263321532,2.57898607974573,0.990397512648498,2.55803764023275,0.00960248735150239,1
49,1,0.0698386113013214,0.0349025434631383,2.71422717767044,3.21895895137455,1.43428755028441,2.24780523620659,0.104010801755354,3.2157898260791,0.895989198244646,0
49,2,0.980325644878255,0.0574780815409369,2.68266810775347,2.13957531745869,1.52968761845983,2.60875373861026,0.981140736284109,2.1253416508665,0.0188592637158913,0
50,1,0.110960901349019,0.139924676251809,2.58658020666737,3.2681955338699,1.57794657196677,1.99232696283419,0.239556095371048,3.25202568206184,0.760443904628952,1
50,2,0.949375817825371,0.0367962794087375,2.56840854341583,2.01805476315534,1.30857582350245,2.51359215461383,0.950867735460476,2.00732672788363,0.0491322645395236,1
51,1,0.171647257494329,0.16813390855357,3.7302563305994,4.01324700277321,1.86312944027318,2.70825183411587,0.316070468535101,3.92575478178444,0.6839295314649,1
51,2,0.8880948201316,0.0451472897776908,3.01265095777223,2.61352019320926,1.30876985149112,2.91629130437794,0.892506784217074,2.59330751766549,0.107493215782926,1
52,1,0.099489513080299,0.0894084704319036,3.76826997980317,5.08891485506181,1.60250210718429,2.74791142073819,0.182487318056048,5.08228164339667,0.817512681943952,1
52,2,0.953575583541787,0.0914729189435794,3.54315087557921,2.82309892899056,1.39980536475056,3.33240164512273,0.957202737166264,2.79128854029938,0.0427972628337359,1
53,1,0.0353732206397538,0.0416092994265745,2.45715584974736,2.78437815826927,1.31413045748846,1.81425671019634,0.0768883603391871,2.77641144433378,0.923111639660813,1
53,2,0.957703212335926,0.0676858497162584,2.36999914818829,1.79766095043928,1.44341264430898,2.29662167690581,0.959663652440043,1.77888822709042,0.0403363475599569,1
54,1,0.0342390516061264,0.0349182860060161,2.78384726200644,3.38317248876333,1.42580159324161,2.03845952299711,0.0693559449702657,3.38047871620516,0.930644055029734,0
54,2,0.984903767554268,0.169307249912164,3.10873426168854,2.538751095353,1.8767103675874,2.86751513036464,0.986834320900226,2.46881099907449,0.0131656790997738,0
55,1,0.0271253800350734,0.0511878285863409,3.02576473415083,3.78460773646835,1.23863630715757,1.80304588332907,0.0786925348289458,3.78340315728767,0.921307465171054,1
55,2,0.950287483256203,0.150598523164248,3.85559527920448,2.98341002116423,1.93829609182494,3.53870233980075,0.956184812887622,2.94343847245075,0.0438151871123779,1
56,1,0.0627201805198017,0.0235963258800518,2.28514647283886,2.80492168019645,1.15124846426138,1.97155364287127,0.0863619631700493,2.80380619228096,0.913638036829951,0
56,2,0.992632368401986,0.0755867134573683,2.48952232822836,2.04042663460737,1.59924770734388,2.40980858701685,0.992889542686832,2.00384137744431,0.00711045731316755,0
57,1,0.0909354735205199,0.0701954362393915,3.58767311689696,4.01151138609961,1.66962399167237,2.70615950795491,0.157087843605962,3.98721290287633,0.842912156394038,1
57,2,0.945018738141382,0.0612037378146077,3.69609958550561,2.76388795352401,1.17074542652048,3.5312307096315,0.948008883200959,2.74919445484979,0.0519911167990413,1
58,1,0.0572323526723413,0.0442731923165405,3.89387407027096,4.2212130524085,1.37469757358046,2.76344720929464,0.100202040832862,4.22060961606079,0.899797959167138,1
58,2,0.97787114930835,0.106520350425232,3.93002686378411,3.65046441288287,2.02895715812492,3.71604022492156,0.979998134559295,3.62516135245266,0.0200018654407051,1
59,1,0.0564718707663594,0.0426342903284896,3.17513061340194,3.44537680371802,1.16844763972637,2.26474708159461,0.0978312105463445,3.44419778571906,0.902168789453655,0
59,2,0.988502019834936,0.0476063238926672,3.10891257775037,2.9585975884306,1.50228264565167,3.02675158166502,0.989002068616787,2.93803398652462,0.0109979313832134,0
60,1,0.0561096587863935,0.0227071023481925,2.49632601431576,3.32736690394079,1.10541911194063,2.09703346484232,0.0789242196110575,3.32647146636318,0.921075780388943,1
60,2,0.938703422418314,0.0597763398320648,3.07997722349587,2.3548752430019,1.58886022022995,2.97999077543021,0.941727105758597,2.33649153973893,0.058272894241403,1
61,1,0.0288714337082111,0.312942783005179,3.64935424859392,4.15253617162985,1.28279218528397,1.41879900389184,0.333351049683012,4.12488802360929,0.666648950316988,0
61,2,0.991099086695792,0.594427283410801,3.15580575527081,2.62736695777826,1.41750326714235,2.11608514062758,0.995464068156081,2.34455276466531,0.00453593184391828,0
62,1,0.0104648346011266,0.0131691614628839,3.50242111997255,3.86262821141357,0.808324157259972,1.94940720298332,0.0250047643171353,3.86214748979941,0.974995235682865,1
62,2,0.995275957823866,0.0138569398430484,3.42651928710478,3.07691111636731,0.929300943082778,3.38805055342097,0.99531585602438,3.05517604214222,0.00468414397561971,1
63,1,0.150879571208454,0.0994155876601368,3.90206212759333,4.15600154736807,1.57105894442777,2.90748295224994,0.238379574668108,4.11721231916284,0.761620425331892,1
63,2,0.968095500010752,0.0587627252089889,3.42879905546565,2.66633226243784,1.5570046376699,3.30854482009809,0.969546635255819,2.64346830753307,0.0304533647441803,1
64,1,0.0151307711382718,0.00920552302503844,3.11640346226002,3.28833044708036,1.33698958868716,2.31663308641774,0.0254497862885896,3.28816612840107,0.97455021371141,1
64,2,0.984652769481159,0.0851596247187629,3.19424682537016,2.93127005848439,2.47535640884633,3.11655682679955,0.985681521811397,2.90254429951615,0.0143184781886027,1
65,1,0.0172208126286166,0.0669104484714935,2.47411705289684,2.85565625446398,1.30664824589825,1.53144458211312,0.0840535254474998,2.85385771623404,0.9159464745525,0
65,2,0.99238689795041,0.0437931547630395,2.5401869372741,2.4762696826129,1.88701253424437,2.49793550434353,0.992664843956461,2.44945002089397,0.00733515604353896,0
66,1,0.384719335693122,0.0367981433481127,4.3336707086199,4.41286048669958,1.37251670626887,4.06544342198061,0.408681737764961,4.39744869638413,0.591318262235039,1
66,2,0.922366598742781,0.0665768220538682,3.74177465620988,3.25646962694013,1.61054247869664,3.58017703013767,0.926711768754851,3.22779810508958,0.0732882312451487,1
67,1,0.0731189276052474,0.168426409303759,2.91941609384526,3.73433533668923,1.58505067788468,1.94668997193453,0.232213303789305,3.71931715487742,0.767786696210695,0
67,2,0.941008388514364,0.0675549109234535,2.94324874516366,2.63592023844387,1.5257139759024,2.82372038267332,0.944411086452894,2.60467627506419,0.0555889135471061,0
68,1,0.09825984418527,0.101097796320837,3.91664227961033,4.74648320123874,1.93456441092202,2.89453981331152,0.19188292830186,4.74086345192297,0.80811707169814,1
68,2,0.972267486816799,0.140391853585893,4.09837230601519,3.73651004213248,1.77432579964053,3.74727615807618,0.975816912566118,3.69650818436726,0.0241830874338816,1
69,1,0.0332538244272134,0.0749664394367784,2.49511029556151,3.14153400212008,1.42068417991311,1.73559017748879,0.10737459615466,3.13527378373769,0.89262540384534,0
69,2,0.993387095855995,0.0655911148538835,2.57240271435713,2.09362390143184,1.58063549603041,2.50180205772066,0.993734310053039,2.05344989706762,0.00626568994696155,0
70,1,0.119469527863692,0.0320803292247487,2.60297788256209,2.85413588245224,1.36435355910678,2.36815448625309,0.149925696548364,2.84820696950066,0.850074303451636,0
70,2,0.982461377315492,0.0300738777938419,2.6496655128516,2.21852714328707,1.2419348567737,2.60253795124466,0.982897603304605,2.20861676369914,0.0171023966953947,0
71,1,0.0707186700404916,0.0590227497554249,3.46542661613397,3.68727244065131,1.3375830348081,2.46198646990583,0.126973206671758,3.68525728913359,0.873026793328242,1
71,2,0.990379116635969,0.0601983440753487,3.51950156940509,3.21293207928033,1.49893913466057,3.389835669587,0.990864755179,3.18813140909894,0.00913524482099997,1
72,1,0.0198404080751078,0.0438306874638135,2.96692232695072,3.37302751998082,1.71622221516407,2.07254135619955,0.0639271126773301,3.37049234488076,0.93607288732267,1
72,2,0.99305848010134,0.0355531131435274,2.76018813292102,2.66054391038971,1.38553416628272,2.70730316601163,0.993290835723647,2.66847384841638,0.00670916427635336,1
73,1,0.0223234111754789,0.0484044713206439,2.99182410148162,3.44349850026338,1.19501766126356,1.74178210895703,0.0713438718288137,3.44201615161218,0.928656128171186,0
73,2,0.985198069549807,0.176185345217707,3.16505110317933,2.72059095011088,2.12502544692305,2.93202327961249,0.987169742852167,2.5959174152029,0.0128302571478335,0
74,1,0.0891911793128184,0.0414081240152333,2.87375288566035,3.38769717314938,1.60011427964637,2.51819455290542,0.129496533954079,3.37959579345988,0.870503466045921,1
74,2,0.994291580564946,0.072122503926728,2.7253709016286,2.2347017449612,1.48545355946906,2.6308980549269,0.994575677868434,2.19423331859697,0.00542432213156644,1
75,1,0.0712602524809098,0.336527231502507,3.11532012661132,4.19669360540694,1.90668762954917,2.04914084864924,0.389711883111029,4.15437825946676,0.610288116888971,1
75,2,0.931907614348032,0.0680819685842287,2.44348822680487,2.21693955017306,1.63091638517459,2.35466509363822,0.935842598547861,2.17593671365997,0.0641574014521387,1
76,1,0.0529711977557964,0.0535529902770059,3.55254090373125,3.90169772889204,1.52762614493881,2.52807564112665,0.10551020076826,3.89733942365533,0.89448979923174,1
76,2,0.985074093596456,0.0525496689205183,3.15312011269237,2.93241871258776,1.1944800233864,3.04440779978845,0.985862003401436,2.91375449793419,0.0141379965985635,1
77,1,0.0637421807733888,0.0574959385520155,2.63706708115162,3.24626439947622,1.29587077162706,1.97201171172602,0.119113188131678,3.24080972931409,0.880886811868322,0
77,2,0.287007251171026,0.278074910384886,2.80997189936525,3.44246149462089,2.40961207895005,2.52235936673991,0.51206751530018,3.2607137820374,0.48793248469982,0
78,1,0.166388002969083,0.11454832993183,3.24608223009589,4.44083353775723,1.86208918101257,2.68222109787833,0.267990358107137,4.42822211179828,0.732009641892863,1
78,2,0.921908362751955,0.0988320312317094,2.95787417265478,2.26145008906022,1.73744850309547,2.81737419413533,0.927421222224993,2.22634334652886,0.0725787777750076,1
79,1,0.064263721834967,0.0301387251186173,2.61015912290296,3.24545451067716,1.29105385513505,2.16231430920977,0.0941145084140917,3.24285964644463,0.905885491585908,0
79,2,0.933375960908324,0.0740927605763793,3.14093794708035,2.38342505472537,1.49840501389621,3.00075919216443,0.937594930287896,2.36415312789722,0.0624050697121044,0
80,1,0.0856137553106132,0.0235639970967274,3.1007414290615,3.9693631793496,1.09854185200361,2.61262578318794,0.108395572889039,3.96877651600708,0.891604427110961,1
80,2,0.950350084963771,0.0821921493720789,3.24914660321107,2.6153644048691,1.96198506192794,3.12355368495522,0.953509626114081,2.57723701909914,0.046490373885919,1
81,1,0.0232867804068849,0.0317083132163792,2.73971234114935,3.50722159980784,1.07533461811448,1.75503181610882,0.0554930437305574,3.50648926245732,0.944506956269443,0
81,2,0.945647671729294,0.12425430711677,3.24897987317079,2.42513809254108,1.71321873084244,3.0444162071368,0.950494418651662,2.3876704852326,0.0495055813483384,0
82,1,0.0269849130025156,0.11279474973895,2.21632727351141,2.93935377768744,1.2718539784656,1.43420852450523,0.138422325030627,2.93681191191488,0.861577674969373,0
82,2,0.980670303924725,0.4073407995853,2.84462838318999,2.14597948494444,1.76360720079192,2.36481433044858,0.98578489615799,1.99266422092477,0.0142151038420097,0
83,1,0.0290609829957836,0.0140289958838091,2.76776827006369,2.99991172523099,1.31479767701265,2.22553344744009,0.0441240128851529,2.99933653787202,0.955875987114847,0
83,2,0.996293012296198,0.034417085933792,2.50482394852184,2.22445890316965,1.67249577891622,2.47425970786677,0.996378709760005,2.20033812554111,0.00362129023999523,0
84,1,0.015079448049228,0.0208799390917512,2.79395806535297,2.92037169975372,2.14678531821612,2.37758005590717,0.0370662786706261,2.91741722561981,0.962933721329374,0
84,2,0.94302756583523,0.553965901919215,3.60015881889779,3.56473170062436,2.88256863899353,2.93389843086845,0.974091062955073,2.92276821160732,0.0259089370449267,0
85,1,0.0545435336325721,0.0890485396045073,3.38638205291485,3.95226779558954,1.59766505246264,2.25089146612907,0.140394287678586,3.94305236585835,0.859605712321414,0
85,2,0.98579477386937,0.0699899750536719,3.09642731113972,2.86446763897326,1.89630826836389,2.99491467365629,0.986675326563675,2.83109260785191,0.0133246734363254,0
86,1,0.202858998056678,0.157365506180212,2.92789815083557,3.45364967330005,1.71538702056918,2.35731695149212,0.335932791509382,3.39630121223731,0.664067208490618,1
86,2,0.910348321720171,0.178742831064639,3.2755135153216,2.64894613387243,1.20554944386202,2.86593230562812,0.924821093373724,2.59843922157753,0.0751789066262759,1
